Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
B. Wallace,Detroit,200,84,233,227,2,461,5,163,698,419,131,80
B. Wanamaker,Boston,253,158,172,164,65,343,161,120,183,27,111,59
B. Weber,Charlotte,12,5,7,16,0,30,3,11,11,7,2,5
B. Weber,Golden State,5,2,3,5,0,11,3,7,4,0,3,1
B. Weber,Houston,13,4,4,5,4,13,9,11,15,3,7,2
B. Weber,Memphis,29,7,10,23,0,52,7,11,28,13,17,11
B. Wright,Boston,8,2,4,12,0,21,0,8,10,7,5,2
B. Wright,Dallas,85,191,282,585,0,889,4,166,408,241,86,79
B. Wright,Golden State,5,7,14,38,0,63,0,19,27,14,10,6
B. Wright,Houston,0,0,0,2,0,3,0,1,1,1,0,1
B. Wright,Memphis,27,52,83,160,0,260,1,60,127,69,24,31
B. Wright,New Jersey,1,5,6,5,0,19,0,7,16,5,0,3
B. Wright,Phoenix,18,32,46,97,0,165,2,34,98,61,8,24
C. Aldrich,Houston,6,4,9,23,0,43,0,26,45,12,14,5
C. Aldrich,LA Clippers,42,48,70,107,0,189,0,51,157,71,56,14
C. Aldrich,Minnesota,27,17,28,48,0,95,0,69,114,51,16,11
C. Aldrich,New York,78,60,73,142,0,305,0,84,277,114,63,35
C. Aldrich,Oklahoma City,6,11,14,27,0,49,0,30,49,25,14,7
C. Aldrich,Sacramento,3,5,7,8,0,18,0,9,20,8,5,3
C. Alexander,Portland,0,0,0,5,0,10,0,6,4,2,1,0
C. Andersen,Cleveland,5,10,14,9,0,19,3,11,22,9,5,2
C. Andersen,Denver,55,286,431,264,0,462,4,145,543,254,100,69
C. Andersen,Memphis,6,17,26,23,1,36,4,13,42,21,5,1
C. Andersen,Miami,72,224,324,321,8,509,28,157,518,226,101,52
C. Anthony,Denver,346,788,950,966,94,2031,295,112,584,214,325,263
C. Anthony,Houston,5,14,21,28,21,57,64,10,45,9,8,18
C. Anthony,New York,1208,1854,2238,2551,689,5508,1882,374,2012,571,919,940
C. Anthony,Oklahoma City,95,130,169,287,160,661,441,73,363,61,94,183
C. Anthony,Portland,96,156,182,273,96,614,251,64,324,72,115,96
C. Arroyo,Boston,16,6,6,7,1,20,3,8,10,5,8,1
C. Arroyo,Miami,300,79,94,224,35,475,85,113,157,38,92,64
C. Atkins,Detroit,78,20,21,32,20,78,65,35,21,5,31,28
C. Babb,Boston,1,0,0,2,4,2,14,7,8,2,2,3
C. Bairstow,Chicago,7,11,13,15,1,49,5,27,26,10,7,8
C. Bell,Golden State,13,2,4,6,6,22,21,16,12,6,6,6
C. Bell,Milwaukee,103,46,65,95,73,239,193,64,97,31,52,53
C. Billups,Denver,648,617,673,351,248,797,600,117,290,35,290,127
C. Billups,Detroit,42,10,12,10,14,31,48,19,24,4,25,14
C. Billups,LA Clippers,124,108,118,53,78,142,205,40,72,5,60,42
C. Billups,New York,81,81,90,46,31,94,99,15,41,10,35,25
C. Boozer,Chicago,455,531,736,1618,0,3277,5,241,1648,485,500,354
C. Boozer,LA Lakers,90,91,146,357,0,703,0,66,358,101,89,73
C. Boozer,Utah,234,268,361,580,0,1032,0,73,651,165,200,85
C. Bosh,Miami,640,1353,1672,2181,244,4191,702,357,2097,512,620,444
C. Bosh,Toronto,158,438,554,572,8,1102,22,67,538,195,162,102
C. Boucher,Golden State,0,0,0,0,0,0,1,1,1,0,0,0
C. Boucher,Toronto,27,104,132,119,51,218,156,93,207,124,33,35
C. Brackins,Philadelphia,4,0,0,7,1,19,10,11,4,4,2,5
C. Brewer,Dallas,4,4,9,7,1,12,3,7,5,3,4,4
C. Brewer,Denver,173,196,285,386,107,774,372,118,253,86,134,151
C. Brewer,Houston,247,222,296,380,137,767,490,182,380,100,178,180
C. Brewer,LA Lakers,60,45,67,104,12,195,62,69,100,31,49,32
C. Brewer,Minnesota,444,451,656,806,164,1695,547,227,502,200,378,329
C. Brewer,Oklahoma City,19,27,33,29,18,53,47,13,29,11,9,13
C. Brewer,Philadelphia,10,9,13,16,4,35,14,7,13,4,8,7
C. Brewer,Sacramento,24,23,33,20,10,33,30,23,36,11,7,8
C. Brown,Atlanta,2,5,5,3,3,10,9,8,2,2,3,4
C. Budinger,Houston,232,202,246,381,212,786,595,181,496,110,144,165
C. Budinger,Indiana,49,34,48,61,20,125,69,48,90,31,31,31
C. Budinger,Minnesota,96,96,118,183,92,387,276,109,256,55,80,100
C. Budinger,Phoenix,7,2,2,11,3,17,13,11,12,8,6,3
C. Butler,Dallas,84,124,164,255,41,561,104,50,184,45,82,57
C. Butler,Detroit,66,49,54,75,67,164,192,70,157,21,43,53
C. Butler,LA Clippers,134,143,176,312,183,713,497,119,311,79,123,154
C. Butler,Milwaukee,56,43,52,84,53,207,147,34,142,16,52,46
C. Butler,Oklahoma City,15,6,7,17,29,52,73,13,42,4,5,20
C. Butler,Sacramento,9,10,12,19,2,34,16,13,15,5,2,7
C. Butler,Washington,107,164,187,268,25,599,95,47,248,68,113,91
C. Capela,Houston,305,505,960,1648,0,2609,2,308,2005,1022,394,316
C. Chiozza,Brooklyn,72,7,9,28,25,58,72,22,34,10,26,10
C. Chiozza,Houston,0,0,0,0,0,2,0,2,1,0,0,0
C. Chiozza,Washington,28,0,0,3,7,18,16,9,15,0,9,7
C. Clarke,Boston,0,0,0,0,2,2,2,3,1,0,1,1
C. Clemons,Houston,27,10,12,20,39,35,112,33,28,4,19,13
C. Cooke,New Orleans,1,1,2,1,1,5,7,8,2,0,1,3
C. Copeland,Indiana,61,42,56,76,73,172,225,75,108,28,68,54
C. Copeland,Milwaukee,11,6,7,7,10,15,36,20,9,1,6,4
C. Copeland,New York,17,46,58,85,40,166,98,44,63,24,38,33
C. Delfino,Houston,124,42,48,87,147,184,388,62,185,15,70,83
C. Delfino,Milwaukee,390,172,216,320,295,734,792,156,637,89,224,193
C. Diallo,New Orleans,43,103,134,261,0,447,4,108,401,120,69,23
C. Diallo,Phoenix,22,34,39,91,1,139,3,44,101,30,32,7
C. Douglas-Roberts,Charlotte,37,46,59,47,41,95,103,39,82,14,27,31
C. Douglas-Roberts,Dallas,4,7,10,5,0,10,4,5,5,0,1,1
C. Douglas-Roberts,LA Clippers,4,8,8,4,1,14,7,10,11,1,0,2
C. Douglas-Roberts,Milwaukee,50,72,86,97,15,220,44,39,78,7,32,29
C. Douglas-Roberts,New Jersey,88,118,137,224,14,483,52,60,147,44,89,68
C. Duhon,LA Lakers,133,5,12,14,33,32,91,43,56,11,37,14
C. Duhon,New York,342,53,72,65,75,173,234,58,135,23,96,38
C. Duhon,Orlando,228,25,39,62,53,141,135,95,110,17,124,28
C. Early,New York,32,34,46,50,19,120,74,38,64,19,33,16
C. Edwards,Boston,24,11,17,18,24,52,76,36,42,6,15,18
C. Eyenga,Cleveland,35,16,27,96,23,214,81,43,96,28,46,32
C. Felix,Cleveland,1,3,4,3,0,6,2,6,3,1,3,1
C. Felício,Chicago,149,175,258,372,0,635,9,205,502,329,127,57
C. Fortson,Houston,4,3,4,4,1,9,7,5,4,2,4,3
C. Fortson,LA Clippers,5,6,9,4,1,8,4,4,4,4,5,1
C. Frye,Cleveland,111,81,98,168,216,309,546,160,421,57,84,86
C. Frye,LA Lakers,2,0,0,2,1,3,3,3,3,0,0,1
C. Frye,Orlando,138,46,52,86,182,201,463,116,379,49,107,52
C. Frye,Phoenix,346,296,363,591,534,1238,1361,268,1296,254,270,306
C. Hayes,Houston,304,122,196,357,0,705,1,142,601,333,147,97
C. Hayes,Sacramento,165,53,83,152,0,344,3,127,335,181,83,59
C. Hayes,Toronto,43,21,29,57,0,128,1,62,126,57,30,24
C. Higgins,Charlotte,27,28,41,38,4,105,21,32,22,5,23,16
C. Hunter,Golden State,31,49,66,95,0,190,3,50,101,53,23,19
C. Hutchison,Chicago,60,69,116,150,26,296,88,70,244,49,52,47
C. Jackson,Cleveland,2,1,4,0,0,1,1,2,1,0,1,0
C. Jackson,San Antonio,6,3,4,2,0,5,2,3,3,1,2,1
C. Jefferson,Brooklyn,16,27,48,65,2,140,12,42,90,41,18,20
C. Jefferson,Phoenix,0,4,6,9,0,21,1,6,10,6,0,2
C. Jenkins,Golden State,97,23,31,96,4,202,16,73,40,8,47,19
C. Jenkins,Philadelphia,14,1,2,13,0,34,0,10,7,3,2,1
C. Johnson,Boston,25,28,32,35,35,71,96,36,55,22,18,22
C. Johnson,Memphis,2,1,2,5,6,7,18,6,6,5,3,6
C. Johnson,Milwaukee,5,2,2,7,5,12,18,7,9,2,0,5
C. Johnson,Minnesota,8,18,30,44,0,69,0,21,36,18,13,4
C. Johnson,New Orleans,23,5,9,16,4,38,15,20,22,8,14,12
C. Johnson,Philadelphia,3,6,7,9,10,21,39,9,23,3,9,7
C. Johnson,Phoenix,69,45,56,70,106,133,272,57,138,49,32,50
C. Johnson,Portland,2,15,20,15,0,29,0,22,17,9,11,2
C. Johnson,Utah,48,37,45,47,31,99,111,66,106,28,39,37
C. Joseph,Indiana,532,92,128,336,114,729,337,153,441,75,154,144
C. Joseph,Sacramento,251,57,66,115,56,253,159,72,144,44,80,49
C. Joseph,San Antonio,326,183,236,314,32,624,97,162,225,80,121,89
C. Joseph,Toronto,473,212,276,440,69,929,216,147,326,80,190,134
C. Kaman,Dallas,45,63,80,273,0,537,1,57,231,77,89,47
C. Kaman,LA Clippers,155,252,334,694,0,1438,5,99,632,217,262,116
C. Kaman,LA Lakers,56,52,68,170,0,327,3,38,170,53,72,25
C. Kaman,New Orleans,87,68,89,225,0,517,0,39,237,80,112,58
C. Kaman,Portland,70,71,100,278,1,549,4,81,329,142,108,54
C. Karl,Cleveland,0,0,0,0,0,0,0,2,2,0,4,0
C. Karl,Golden State,15,4,6,9,2,21,11,4,12,4,6,3
C. Landry,Golden State,58,211,257,290,0,533,2,73,275,167,105,62
C. Landry,Houston,40,229,274,302,0,552,0,52,164,122,86,61
C. Landry,New Orleans,35,136,171,199,0,393,3,44,113,83,70,48
C. Landry,Philadelphia,25,62,84,113,2,208,9,33,83,40,19,13
C. Landry,Sacramento,100,349,458,587,0,1154,4,155,412,283,178,133
C. LeVert,Brooklyn,739,416,581,700,254,1478,750,200,598,161,387,282
C. Lee,Boston,156,69,80,238,72,463,188,100,184,37,99,72
C. Lee,Charlotte,41,18,20,49,26,97,58,20,59,6,19,11
C. Lee,Dallas,21,9,12,29,27,59,70,39,35,8,16,9
C. Lee,Houston,140,118,149,280,122,607,299,118,237,61,99,117
C. Lee,Memphis,287,189,222,458,172,904,463,162,347,54,152,157
C. Lee,New Jersey,110,111,127,236,65,497,191,64,174,49,67,87
C. Lee,New York,353,177,199,420,211,876,526,155,399,80,151,184
C. Maggette,Charlotte,37,164,190,106,23,283,64,29,98,21,52,42
C. Maggette,Detroit,19,33,44,22,5,55,21,18,20,5,17,14
C. Maggette,Golden State,152,421,504,410,11,763,48,64,264,87,157,60
C. Maggette,Milwaukee,77,239,286,207,27,446,75,59,178,44,118,60
C. Martin,Atlanta,26,38,49,45,50,92,133,43,79,9,29,30
C. Martin,Charlotte,118,59,86,88,38,177,114,49,148,48,59,34
C. Martin,Chicago,2,2,4,2,3,3,5,4,4,1,1,1
C. Martin,Detroit,9,0,0,7,6,17,32,20,20,0,5,5
C. Martin,Golden State,9,16,21,22,10,57,31,10,30,17,13,8
C. Martin,Washington,36,43,65,70,88,176,225,84,130,29,44,64
C. McCollum,Portland,1417,968,1164,2294,983,4725,2475,452,1250,272,796,881
C. McCullough,Brooklyn,7,7,11,31,7,67,22,30,32,22,10,12
C. McCullough,Washington,4,10,16,17,1,34,8,20,18,7,2,3
C. Metu,San Antonio,23,23,30,43,0,96,4,41,48,21,25,14
C. Miles,Cleveland,115,135,157,219,206,476,531,112,229,41,109,120
C. Miles,Indiana,171,268,331,356,406,776,1108,191,478,66,168,225
C. Miles,Memphis,14,12,13,18,24,39,66,13,26,1,9,15
C. Miles,Toronto,69,103,126,83,197,196,554,103,176,29,56,75
C. Miles,Utah,280,288,361,498,217,1111,657,181,378,111,195,233
C. Miles,Washington,12,12,16,8,11,24,35,10,8,4,4,10
C. Onuaku,Houston,1,2,2,2,0,2,0,1,2,1,0,0
C. Osman,Cleveland,367,215,297,406,272,810,735,183,582,91,227,189
C. Parsons,Atlanta,3,0,0,1,4,4,14,4,6,1,3,5
C. Parsons,Dallas,321,228,324,457,233,869,587,125,509,92,188,163
C. Parsons,Houston,624,266,384,728,296,1362,806,187,789,214,329,285
C. Parsons,Memphis,154,68,88,139,96,307,289,91,209,23,83,57
C. Paul,Houston,860,345,388,368,244,729,667,107,473,69,265,135
C. Paul,LA Clippers,3576,1323,1497,1856,548,3602,1470,365,1314,235,873,574
C. Paul,New Orleans,1182,449,513,583,120,1166,297,116,429,54,269,142
C. Paul,Oklahoma City,509,262,290,362,127,652,347,77,372,29,184,93
C. Payne,Chicago,178,34,43,104,52,228,163,60,96,23,73,43
C. Payne,Cleveland,23,11,16,18,9,30,25,9,16,3,11,7
C. Payne,Oklahoma City,133,21,24,92,49,216,148,70,100,10,53,53
C. Payne,Phoenix,24,6,7,18,15,39,29,8,27,4,11,9
C. Quinn,Cleveland,3,0,0,3,0,7,2,3,0,1,5,0
C. Quinn,New Jersey,24,5,5,7,9,18,26,18,5,0,10,4
C. Quinn,San Antonio,33,4,8,21,11,48,36,33,19,3,11,12
C. Randle,Golden State,5,5,6,0,0,2,2,3,2,0,0,0
C. Randle,New York,23,17,18,11,7,26,19,12,13,6,5,6
C. Randle,Philadelphia,6,12,12,6,6,11,15,8,5,0,3,2
C. Randle,Washington,84,36,52,41,39,93,95,45,40,10,40,22
C. Reddish,Atlanta,87,99,124,130,83,304,250,58,181,35,96,57
C. Reynolds,Minnesota,9,6,7,6,11,17,29,13,13,4,1,9
C. Richard,Chicago,7,7,11,15,0,29,0,16,40,19,14,2
C. Sexton,Cleveland,411,420,498,785,206,1681,521,142,318,115,329,281
C. Silva,Miami,23,37,55,48,0,75,3,36,66,60,33,5
C. Singleton,Washington,78,82,126,148,44,380,146,114,286,106,84,77
C. Smith,LA Clippers,101,160,246,294,1,512,8,109,241,129,115,44
C. Smith,Portland,15,32,46,51,0,99,1,39,71,31,21,9
C. Swanigan,Portland,48,22,35,56,2,122,14,56,134,51,60,18
C. Swanigan,Sacramento,2,1,2,2,0,4,0,6,5,2,6,1
C. Villanueva,Dallas,36,40,56,135,110,265,345,108,223,48,56,68
C. Villanueva,Detroit,140,209,283,503,303,1061,845,222,690,173,174,252
C. Ware,Philadelphia,5,3,4,3,2,10,13,4,6,0,3,5
C. Watson,Brooklyn,142,60,77,94,77,221,192,71,96,35,61,64
C. Watson,Chicago,303,127,165,167,94,461,227,110,129,32,137,100
C. Watson,Golden State,172,113,149,197,45,371,141,63,137,26,66,52
C. Watson,Indiana,308,187,228,195,113,412,304,115,220,36,152,90
C. Watson,Orlando,186,82,93,85,43,210,145,87,122,21,65,51
C. White,Chicago,175,101,127,179,133,416,376,65,202,28,109,94
C. Wilcox,Boston,27,62,95,157,0,237,1,80,182,86,60,18
C. Wilcox,Detroit,51,68,128,205,0,373,1,81,217,121,73,51
C. Wilcox,LA Clippers,15,8,10,16,11,44,30,31,9,1,11,4
C. Wilcox,Orlando,12,2,2,5,3,16,15,18,8,4,6,4
C. Williams,LA Clippers,32,13,16,54,22,98,70,30,35,11,19,26
C. Williams,Minnesota,11,0,0,10,2,15,12,11,4,1,4,0
C. Wood,Charlotte,2,11,13,10,0,15,5,9,13,13,6,0
C. Wood,Detroit,60,180,242,234,54,368,140,62,286,104,84,42
C. Wood,Milwaukee,2,10,15,9,3,20,5,12,16,4,3,3
C. Wood,New Orleans,3,16,22,24,2,34,9,4,24,6,4,1
C. Wood,Philadelphia,3,9,13,16,4,38,10,14,23,10,2,4
C. Wright,Dallas,0,0,0,1,0,2,0,2,0,0,1,0
C. Wright,Golden State,3,17,21,9,0,17,0,14,11,7,4,3
C. Wright,Milwaukee,3,4,7,4,0,7,0,2,2,2,0,1
C. Zeller,Charlotte,555,820,1121,1271,28,2414,113,398,1592,791,434,264
D. Adel,Cleveland,5,2,2,5,5,13,21,13,15,2,5,3
D. Akoon-Purcell,Denver,6,1,2,3,0,6,4,7,3,1,2,2
D. Andersen,Houston,44,46,67,120,27,262,78,63,154,54,37,39
D. Andersen,New Orleans,6,7,15,28,5,59,13,25,36,12,14,7
D. Andersen,Toronto,7,7,7,20,3,37,10,11,26,8,8,3
D. Arthur,Denver,262,148,185,489,146,1077,398,244,557,213,216,154
D. Arthur,Memphis,85,143,188,473,5,961,24,149,347,189,132,114
D. Augustin,Charlotte,852,363,417,432,207,1005,607,184,322,65,297,179
D. Augustin,Chicago,275,151,167,138,110,326,269,54,97,12,99,83
D. Augustin,Denver,119,64,78,50,41,107,94,23,44,3,45,21
D. Augustin,Detroit,265,141,162,140,49,311,150,54,87,13,110,67
D. Augustin,Indiana,160,65,75,32,63,95,174,69,66,18,62,43
D. Augustin,Oklahoma City,131,51,62,52,53,131,138,53,86,11,59,45
D. Augustin,Orlando,1147,604,701,505,399,1089,1023,280,472,101,401,249
D. Augustin,Toronto,10,5,5,6,1,13,11,10,4,0,9,4
D. Ayton,Phoenix,197,208,278,816,3,1421,17,109,795,370,206,129
D. Bacon,Charlotte,128,86,121,191,61,463,176,119,276,26,75,81
D. Bazley,Oklahoma City,47,52,72,78,60,185,163,68,261,32,51,46
D. Bembry,Atlanta,323,121,206,364,71,717,268,170,481,103,241,108
D. Bender,Golden State,19,8,11,20,11,37,34,9,37,16,16,7
D. Bender,Milwaukee,9,2,3,6,4,12,9,7,20,0,5,3
D. Bender,Phoenix,180,60,89,123,150,254,455,153,453,76,164,91
D. Bertāns,New Orleans,4,0,0,2,5,6,20,8,3,2,2,1
D. Bertāns,San Antonio,207,113,135,141,286,264,702,194,429,59,102,112
D. Bertāns,Washington,92,100,118,65,200,138,472,54,210,35,59,50
D. Blair,Dallas,67,70,111,198,0,368,2,71,218,124,74,41
D. Blair,San Antonio,230,250,414,842,0,1602,6,251,895,569,327,181
D. Blair,Washington,14,8,17,49,0,113,1,48,72,32,26,12
D. Booker,Phoenix,1544,1585,1813,1892,647,3818,1812,328,1037,163,1072,642
D. Brooks,Memphis,278,270,346,539,249,1198,688,168,382,123,252,231
D. Brown,Charlotte,90,142,220,262,7,497,26,139,184,125,78,57
D. Brown,Chicago,7,0,0,4,4,19,17,11,13,2,5,5
D. Brown,New Orleans,58,69,86,74,54,178,147,39,82,27,57,35
D. Brown,New York,0,0,0,3,0,3,0,2,2,1,0,0
D. Burton,Oklahoma City,26,15,24,58,18,126,80,61,74,11,28,23
D. Buycks,Detroit,59,36,41,67,15,153,45,27,29,12,39,20
D. Buycks,Toronto,10,8,9,9,5,26,15,11,17,3,6,4
D. Cacok,LA Lakers,1,0,0,3,0,6,0,1,3,2,0,2
D. Caracter,LA Lakers,7,17,23,32,0,65,0,34,24,19,19,6
D. Carroll,Atlanta,216,215,293,352,198,638,517,129,504,188,134,133
D. Carroll,Brooklyn,224,357,468,290,243,633,675,134,633,168,168,165
D. Carroll,Denver,3,0,0,6,0,6,0,4,3,0,2,0
D. Carroll,Houston,17,17,22,12,5,21,20,13,22,5,7,6
D. Carroll,Memphis,33,33,53,82,0,198,6,60,91,51,24,25
D. Carroll,San Antonio,11,12,20,6,3,16,13,15,24,7,10,8
D. Carroll,Toronto,95,111,158,163,144,362,406,89,280,90,76,102
D. Carroll,Utah,55,74,97,135,20,268,66,68,99,93,33,48
D. Christmas,Phoenix,8,18,22,13,8,29,29,26,23,12,6,9
D. Collison,Dallas,371,206,231,259,45,525,123,72,172,25,160,44
D. Collison,Indiana,1399,527,614,926,236,1929,576,261,626,135,474,269
D. Collison,LA Clippers,267,165,195,219,66,442,167,73,122,42,119,67
D. Collison,New Orleans,386,130,154,290,40,598,104,70,138,35,184,79
D. Collison,Sacramento,841,408,488,728,213,1434,537,181,380,69,337,194
D. Cook,Chicago,8,6,7,12,13,38,54,22,31,2,6,12
D. Cook,Houston,10,1,2,10,11,29,30,15,13,5,6,10
D. Cook,Miami,43,19,22,41,40,127,126,40,73,9,24,38
D. Cook,Oklahoma City,28,19,28,37,116,73,323,77,154,18,28,48
D. Cousins,Golden State,91,96,127,128,18,232,72,26,168,35,60,39
D. Cousins,New Orleans,311,369,493,395,135,764,376,63,662,137,295,127
D. Cousins,Sacramento,1291,2408,3259,3057,175,6522,535,428,3352,1261,1498,890
D. Cunningham,Brooklyn,16,9,13,32,19,60,46,17,60,19,14,6
D. Cunningham,Charlotte,4,10,13,42,0,74,5,14,30,11,11,12
D. Cunningham,Memphis,30,38,57,110,0,218,1,49,126,74,24,24
D. Cunningham,Minnesota,130,77,129,477,0,1025,9,144,425,229,86,116
D. Cunningham,New Orleans,167,106,166,401,145,778,437,240,678,219,112,122
D. Cunningham,Portland,43,62,92,223,0,481,6,111,211,124,45,65
D. Cunningham,San Antonio,48,14,18,45,30,91,63,59,138,48,21,18
D. Davis,Atlanta,2,2,2,6,0,9,1,3,8,3,0,1
D. Davis,Memphis,37,45,70,160,0,265,0,80,189,80,36,25
D. DeRozan,San Antonio,827,692,823,1142,16,2227,79,140,721,95,348,225
D. DeRozan,Toronto,1869,3069,3724,3947,294,8477,1027,608,2032,464,1197,1175
D. Dedmon,Atlanta,176,151,187,383,136,659,381,131,794,214,176,96
D. Dedmon,Golden State,0,1,2,0,0,1,0,2,0,0,0,0
D. Dedmon,Orlando,20,80,124,170,0,303,1,108,295,160,69,38
D. Dedmon,Philadelphia,3,7,13,15,0,29,0,11,38,11,9,4
D. Dedmon,Sacramento,15,23,28,55,14,100,71,34,121,46,47,17
D. Dedmon,San Antonio,40,62,85,147,0,228,0,69,334,107,56,20
D. DiVincenzo,Milwaukee,197,85,118,193,112,334,351,102,325,90,119,73
D. Diop,Charlotte,43,7,27,44,0,117,1,78,158,73,46,24
D. Dotson,New York,194,99,135,250,186,524,519,152,337,51,94,119
D. Ebanks,LA Lakers,18,41,55,47,8,122,29,49,56,36,26,21
D. Eubanks,San Antonio,22,31,39,56,1,88,1,40,79,33,27,11
D. Exum,Cleveland,33,30,41,33,13,59,37,24,46,9,21,11
D. Exum,Utah,397,158,202,268,134,559,438,195,258,75,236,150
D. Favors,New Jersey,21,71,116,141,0,276,0,56,171,126,56,29
D. Favors,New Orleans,81,40,71,208,1,332,7,51,338,163,55,39
D. Favors,Utah,617,1201,1797,2516,33,4713,151,521,2531,1312,752,526
D. Finney-Smith,Dallas,288,203,281,344,263,626,770,238,695,339,202,170
D. Fisher,Dallas,31,20,22,13,10,42,23,9,15,0,18,4
D. Fisher,LA Lakers,525,206,246,312,152,791,425,192,347,44,193,161
D. Fisher,Oklahoma City,120,60,76,62,93,158,248,94,121,12,55,54
D. Fox,Sacramento,1196,659,920,991,178,2043,544,195,560,101,535,293
D. Gadzuric,Golden State,11,5,14,37,0,87,1,28,33,53,21,17
D. Gadzuric,Milwaukee,11,9,20,27,0,66,0,25,38,30,14,9
D. Gadzuric,New Jersey,1,2,4,1,0,11,0,6,7,6,2,3
D. Gafford,Chicago,21,32,60,94,0,134,0,38,54,52,29,10
D. Gallinari,Denver,591,1265,1451,828,473,1825,1314,274,1119,208,373,419
D. Gallinari,LA Clippers,205,393,432,298,193,620,470,85,438,60,120,122
D. Gallinari,New York,195,447,523,299,247,635,670,121,479,102,150,127
D. Gallinari,Oklahoma City,126,271,303,200,190,420,476,69,321,39,91,83
D. Garland,Cleveland,229,60,69,175,105,403,296,59,84,27,151,86
D. Garrett,Phoenix,26,5,10,12,3,29,11,16,10,4,11,4
D. Garrett,Utah,112,10,12,63,34,160,89,64,81,11,71,39
D. George,Golden State,24,11,17,36,33,67,94,36,69,17,14,13
D. Gibson,Cleveland,404,197,252,238,290,636,703,188,342,49,190,145
D. Gooden,Dallas,26,93,115,156,1,330,6,45,193,123,56,44
D. Gooden,LA Clippers,20,82,89,111,0,228,2,20,124,78,42,34
D. Gooden,Milwaukee,141,223,269,357,19,808,68,86,333,184,132,105
D. Gooden,Washington,58,58,72,161,29,345,100,86,240,115,51,50
D. Gordon,Philadelphia,2,1,2,8,0,16,3,8,11,7,8,4
D. Graham,Charlotte,573,219,271,185,247,455,688,102,214,48,205,154
D. Granger,Indiana,464,878,1028,911,410,2050,1122,212,835,222,467,345
D. Granger,LA Clippers,8,11,13,24,12,50,34,12,21,7,10,11
D. Granger,Miami,17,28,37,35,30,78,84,30,60,20,24,13
D. Grantham,Oklahoma City,0,0,0,0,0,0,2,2,0,0,0,0
D. Green,Cleveland,5,3,4,9,6,15,17,14,7,6,5,4
D. Green,Golden State,2648,842,1190,1246,475,2476,1506,530,3081,596,1084,526
D. Green,LA Lakers,115,42,62,95,154,196,430,87,211,74,74,101
D. Green,San Antonio,777,344,417,626,857,1394,2169,461,1393,264,506,443
D. Green,Toronto,116,32,39,86,183,180,406,75,244,58,70,85
D. Greene,Sacramento,139,162,240,326,125,679,387,167,354,112,169,112
D. Hall,Brooklyn,2,6,16,17,0,23,0,8,17,11,4,1
D. Hall,Detroit,2,4,6,1,0,4,0,4,9,6,2,1
D. Hall,Oklahoma City,13,4,8,2,4,13,17,10,5,2,5,2
D. Hamilton,Atlanta,22,3,6,15,8,37,23,18,37,10,16,11
D. Hamilton,Oklahoma City,7,0,0,3,2,6,5,4,5,0,2,1
D. Hannahs,Memphis,4,2,2,4,2,10,6,3,2,0,1,4
D. Harris,Atlanta,175,94,132,106,71,189,204,54,102,5,81,40
D. Harris,Dallas,762,562,709,473,306,990,911,325,550,68,329,242
D. Harris,Denver,54,41,48,27,26,52,77,21,30,3,21,19
D. Harris,New Jersey,807,526,638,491,83,1107,296,111,275,33,319,171
D. Harris,Utah,319,165,213,174,63,355,189,64,104,16,132,54
D. Hernandez,Toronto,3,3,5,4,1,12,2,4,9,5,3,4
D. Hilliard,Detroit,52,44,62,56,26,140,83,65,60,7,36,25
D. Hilliard,San Antonio,11,6,7,5,0,13,6,12,7,0,4,3
D. Hobson,Milwaukee,6,0,0,2,0,7,6,3,3,0,2,4
D. Horner,New Jersey,0,2,2,1,0,3,1,4,3,1,0,0
D. House,Houston,131,134,168,157,212,281,564,106,349,92,95,93
D. House,Phoenix,8,16,19,18,9,37,33,17,36,9,6,9
D. House,Washington,0,0,0,0,0,0,0,1,1,0,0,0
D. Howard,Atlanta,96,212,400,359,0,568,2,69,607,284,156,43
D. Howard,Charlotte,98,313,548,479,1,857,7,76,701,238,199,72
D. Howard,Houston,263,689,1314,1010,3,1685,12,168,1442,543,481,172
D. Howard,LA Lakers,149,437,883,648,4,1039,11,153,1016,433,297,101
D. Howard,Orlando,322,1228,2160,1448,0,2415,19,198,2025,741,685,192
D. Howard,Washington,4,29,48,43,0,69,0,9,59,24,16,4
D. Hunter,Atlanta,112,110,144,172,108,379,304,63,242,44,103,74
D. Ilunga-Mbenga,LA Lakers,8,6,15,36,0,78,0,35,45,26,12,9
D. Ilunga-Mbenga,New Orleans,5,12,16,20,0,43,0,36,47,34,21,8
D. Inglis,Milwaukee,6,7,8,8,1,16,10,13,23,2,6,1
D. Jackson,Boston,3,3,6,2,1,3,1,3,2,2,0,1
D. Jackson,Cleveland,4,4,6,7,1,22,3,20,12,8,13,3
D. Jackson,Houston,5,0,0,4,0,8,6,10,7,4,10,1
D. Jackson,Philadelphia,8,5,6,8,3,12,7,8,1,3,2,2
D. Jackson,Sacramento,14,25,40,67,3,136,10,46,40,47,22,16
D. James,Brooklyn,0,0,0,0,0,0,0,1,1,0,0,0
D. James,New Jersey,23,26,40,59,0,134,4,31,94,24,37,19
D. Jeffries,Sacramento,7,5,6,15,5,22,18,10,15,3,2,4
